brand,category,launch_year,sale_year,age_at_sale,condition,condition_score,new_price_inr,resale_price_inr
Nikon,Camera Body,2016,2021,5,Fair,2,54990,9000
Nikon,Camera Body,2016,2021,5,For Parts,1,54990,4000
Nikon,Camera Body,2016,2022,6,Excellent,4,54990,12500
Nikon,Camera Body,2016,2022,6,Good,3,54990,10500
Nikon,Camera Body,2016,2022,6,Fair,2,54990,6500
Nikon,Camera Body,2016,2022,6,For Parts,1,54990,3500
Nikon,Camera Body,2016,2023,7,Excellent,4,54990,10500
Nikon,Camera Body,2016,2023,7,Good,3,54990,8500
Nikon,Camera Body,2016,2023,7,Fair,2,54990,5500
Nikon,Camera Body,2016,2023,7,For Parts,1,54990,2500
Nikon,Camera Body,2016,2024,8,Excellent,4,54990,8000
Nikon,Camera Body,2016,2024,8,Good,3,54990,7000
Nikon,Camera Body,2016,2024,8,Fair,2,54990,5000
Nikon,Camera Body,2016,2024,8,For Parts,1,54990,2500
Nikon,Camera Body,2016,2025,9,Excellent,4,54990,9000
Nikon,Camera Body,2016,2025,9,Good,3,54990,7000
Nikon,Camera Body,2016,2025,9,Fair,2,54990,4500
Nikon,Camera Body,2016,2025,9,For Parts,1,54990,2000
Fujifilm,Camera Body,2022,2022,0,New (Open Box),6,154990,120000
Fujifilm,Camera Body,2022,2022,0,Like New,5,154990,107500
Fujifilm,Camera Body,2022,2022,0,Excellent,4,154990,94000
Fujifilm,Camera Body,2022,2022,0,Good,3,154990,78000
Fujifilm,Camera Body,2022,2022,0,Fair,2,154990,51000
Fujifilm,Camera Body,2022,2023,1,New (Open Box),6,154990,110000
Fujifilm,Camera Body,2022,2023,1,Like New,5,154990,85500
Fujifilm,Camera Body,2022,2023,1,Excellent,4,154990,78000
Fujifilm,Camera Body,2022,2023,1,Good,3,154990,73000
Fujifilm,Camera Body,2022,2023,1,Fair,2,154990,44000
Fujifilm,Camera Body,2022,2024,2,Excellent,4,154990,72000
Fujifilm,Camera Body,2022,2024,2,Good,3,154990,54000
Fujifilm,Camera Body,2022,2024,2,Fair,2,154990,38500
Fujifilm,Camera Body,2022,2024,2,For Parts,1,154990,17500
Fujifilm,Camera Body,2022,2025,3,Excellent,4,154990,56500
Fujifilm,Camera Body,2022,2025,3,Good,3,154990,44000
Fujifilm,Camera Body,2022,2025,3,Fair,2,154990,32500
Fujifilm,Camera Body,2022,2025,3,For Parts,1,154990,14500
Fujifilm,Camera Body,2022,2022,0,New (Open Box),6,249990,206000
Fujifilm,Camera Body,2022,2022,0,Like New,5,249990,187500
Fujifilm,Camera Body,2022,2022,0,Excellent,4,249990,153000
Fujifilm,Camera Body,2022,2022,0,Good,3,249990,119000
Fujifilm,Camera Body,2022,2022,0,Fair,2,249990,86000
Fujifilm,Camera Body,2022,2023,1,New (Open Box),6,249990,163500
Fujifilm,Camera Body,2022,2023,1,Like New,5,249990,156500
Fujifilm,Camera Body,2022,2023,1,Excellent,4,249990,112000
Fujifilm,Camera Body,2022,2023,1,Good,3,249990,99500
Fujifilm,Camera Body,2022,2023,1,Fair,2,249990,62000
Fujifilm,Camera Body,2022,2024,2,Excellent,4,249990,97500
Fujifilm,Camera Body,2022,2024,2,Good,3,249990,93500
Fujifilm,Camera Body,2022,2024,2,Fair,2,249990,63000
Fujifilm,Camera Body,2022,2024,2,For Parts,1,249990,27000
Fujifilm,Camera Body,2022,2025,3,Excellent,4,249990,83500
Fujifilm,Camera Body,2022,2025,3,Good,3,249990,61000
Fujifilm,Camera Body,2022,2025,3,Fair,2,249990,49500
Fujifilm,Camera Body,2022,2025,3,For Parts,1,249990,28000
Fujifilm,Camera Body,2021,2021,0,New (Open Box),6,99990,81500
Fujifilm,Camera Body,2021,2021,0,Like New,5,99990,68000
Fujifilm,Camera Body,2021,2021,0,Excellent,4,99990,61500
Fujifilm,Camera Body,2021,2021,0,Good,3,99990,44000
Fujifilm,Camera Body,2021,2021,0,Fair,2,99990,33000
Fujifilm,Camera Body,2021,2022,1,New (Open Box),6,99990,67000
Fujifilm,Camera Body,2021,2022,1,Like New,5,99990,59000
Fujifilm,Camera Body,2021,2022,1,Excellent,4,99990,52500
Fujifilm,Camera Body,2021,2022,1,Good,3,99990,41500
Fujifilm,Camera Body,2021,2022,1,Fair,2,99990,29000
Fujifilm,Camera Body,2021,2023,2,Excellent,4,99990,41000
Fujifilm,Camera Body,2021,2023,2,Good,3,99990,36500
Fujifilm,Camera Body,2021,2023,2,Fair,2,99990,26500
Fujifilm,Camera Body,2021,2023,2,For Parts,1,99990,10500
Fujifilm,Camera Body,2021,2024,3,Excellent,4,99990,35000
Fujifilm,Camera Body,2021,2024,3,Good,3,99990,32000
Fujifilm,Camera Body,2021,2024,3,Fair,2,99990,20500
Fujifilm,Camera Body,2021,2024,3,For Parts,1,99990,10500
Fujifilm,Camera Body,2021,2025,4,Excellent,4,99990,30500
Fujifilm,Camera Body,2021,2025,4,Good,3,99990,27500
Fujifilm,Camera Body,2021,2025,4,Fair,2,99990,17500
Fujifilm,Camera Body,2021,2025,4,For Parts,1,99990,8500
Fujifilm,Camera Body,2023,2023,0,New (Open Box),6,79990,69500
Fujifilm,Camera Body,2023,2023,0,Like New,5,79990,55000
Fujifilm,Camera Body,2023,2023,0,Excellent,4,79990,45000
Fujifilm,Camera Body,2023,2023,0,Good,3,79990,37500
Fujifilm,Camera Body,2023,2023,0,Fair,2,79990,27500
Fujifilm,Camera Body,2023,2024,1,New (Open Box),6,79990,48500
Fujifilm,Camera Body,2023,2024,1,Like New,5,79990,49000
Fujifilm,Camera Body,2023,2024,1,Excellent,4,79990,39000
Fujifilm,Camera Body,2023,2024,1,Good,3,79990,35000
Fujifilm,Camera Body,2023,2024,1,Fair,2,79990,19500
Fujifilm,Camera Body,2023,2025,2,Excellent,4,79990,32500
Fujifilm,Camera Body,2023,2025,2,Good,3,79990,25000
Fujifilm,Camera Body,2023,2025,2,Fair,2,79990,18000
Fujifilm,Camera Body,2023,2025,2,For Parts,1,79990,9000
Fujifilm,Camera Body,2020,2021,1,New (Open Box),6,59990,39500
Fujifilm,Camera Body,2020,2021,1,Like New,5,59990,35000
Fujifilm,Camera Body,2020,2021,1,Excellent,4,59990,30000
Fujifilm,Camera Body,2020,2021,1,Good,3,59990,24500
Fujifilm,Camera Body,2020,2021,1,Fair,2,59990,16000
Fujifilm,Camera Body,2020,2022,2,Excellent,4,59990,27000
Fujifilm,Camera Body,2020,2022,2,Good,3,59990,21500
Fujifilm,Camera Body,2020,2022,2,Fair,2,59990,14500
Fujifilm,Camera Body,2020,2022,2,For Parts,1,59990,7000
Fujifilm,Camera Body,2020,2023,3,Excellent,4,59990,22500
Fujifilm,Camera Body,2020,2023,3,Good,3,59990,20000
Fujifilm,Camera Body,2020,2023,3,Fair,2,59990,12000
Fujifilm,Camera Body,2020,2023,3,For Parts,1,59990,5500
Fujifilm,Camera Body,2020,2024,4,Excellent,4,59990,18000
Fujifilm,Camera Body,2020,2024,4,Good,3,59990,14000
Fujifilm,Camera Body,2020,2024,4,Fair,2,59990,9500
Fujifilm,Camera Body,2020,2024,4,For Parts,1,59990,4500
Fujifilm,Camera Body,2020,2025,5,Excellent,4,59990,16000
Fujifilm,Camera Body,2020,2025,5,Good,3,59990,13000
Fujifilm,Camera Body,2020,2025,5,Fair,2,59990,9000
Fujifilm,Camera Body,2020,2025,5,For Parts,1,59990,4000
Fujifilm,Camera Body,2019,2021,2,Excellent,4,44990,20500
Fujifilm,Camera Body,2019,2021,2,Good,3,44990,16500
Fujifilm,Camera Body,2019,2021,2,Fair,2,44990,10500
Fujifilm,Camera Body,2019,2021,2,For Parts,1,44990,5000
Fujifilm,Camera Body,2019,2022,3,Excellent,4,44990,17000
Fujifilm,Camera Body,2019,2022,3,Good,3,44990,13500
Fujifilm,Camera Body,2019,2022,3,Fair,2,44990,8500
Fujifilm,Camera Body,2019,2022,3,For Parts,1,44990,4500
Fujifilm,Camera Body,2019,2023,4,Excellent,4,44990,14500
Fujifilm,Camera Body,2019,2023,4,Good,3,44990,11000
Fujifilm,Camera Body,2019,2023,4,Fair,2,44990,8000
Fujifilm,Camera Body,2019,2023,4,For Parts,1,44990,3500
Fujifilm,Camera Body,2019,2024,5,Excellent,4,44990,13000
Fujifilm,Camera Body,2019,2024,5,Good,3,44990,10500
Fujifilm,Camera Body,2019,2024,5,Fair,2,44990,6500
Fujifilm,Camera Body,2019,2024,5,For Parts,1,44990,3000
Fujifilm,Camera Body,2019,2025,6,Excellent,4,44990,8500
Fujifilm,Camera Body,2019,2025,6,Good,3,44990,7500
Fujifilm,Camera Body,2019,2025,6,Fair,2,44990,5500
Fujifilm,Camera Body,2019,2025,6,For Parts,1,44990,2500
Fujifilm,Camera Body,2017,2021,4,Excellent,4,39990,13000
Fujifilm,Camera Body,2017,2021,4,Good,3,39990,11500
Fujifilm,Camera Body,2017,2021,4,Fair,2,39990,6500
Fujifilm,Camera Body,2017,2021,4,For Parts,1,39990,3000
Fujifilm,Camera Body,2017,2022,5,Excellent,4,39990,11000
Fujifilm,Camera Body,2017,2022,5,Good,3,39990,9500
Fujifilm,Camera Body,2017,2022,5,Fair,2,39990,5500
Fujifilm,Camera Body,2017,2022,5,For Parts,1,39990,3000
Fujifilm,Camera Body,2017,2023,6,Excellent,4,39990,10000
Fujifilm,Camera Body,2017,2023,6,Good,3,39990,6500
Fujifilm,Camera Body,2017,2023,6,Fair,2,39990,4500
Fujifilm,Camera Body,2017,2023,6,For Parts,1,39990,2500
Fujifilm,Camera Body,2017,2024,7,Excellent,4,39990,7500
Fujifilm,Camera Body,2017,2024,7,Good,3,39990,6500
Fujifilm,Camera Body,2017,2024,7,Fair,2,39990,4500
Fujifilm,Camera Body,2017,2024,7,For Parts,1,39990,2000
Fujifilm,Camera Body,2017,2025,8,Excellent,4,39990,7000
Fujifilm,Camera Body,2017,2025,8,Good,3,39990,5500
Fujifilm,Camera Body,2017,2025,8,Fair,2,39990,4000
Fujifilm,Camera Body,2017,2025,8,For Parts,1,39990,1500
Leica,Camera Body,2022,2022,0,New (Open Box),6,799990,609500
Leica,Camera Body,2022,2022,0,Like New,5,799990,581500
Leica,Camera Body,2022,2022,0,Excellent,4,799990,500500
Leica,Camera Body,2022,2022,0,Good,3,799990,397500
Leica,Camera Body,2022,2022,0,Fair,2,799990,240500
Leica,Camera Body,2022,2023,1,New (Open Box),6,799990,550000
Leica,Camera Body,2022,2023,1,Like New,5,799990,444000
Leica,Camera Body,2022,2023,1,Excellent,4,799990,408000
Leica,Camera Body,2022,2023,1,Good,3,799990,298000
Leica,Camera Body,2022,2023,1,Fair,2,799990,231000
Leica,Camera Body,2022,2024,2,Excellent,4,799990,326000
Leica,Camera Body,2022,2024,2,Good,3,799990,256000
Leica,Camera Body,2022,2024,2,Fair,2,799990,199500
Leica,Camera Body,2022,2024,2,For Parts,1,799990,92000
Leica,Camera Body,2022,2025,3,Excellent,4,799990,283000
Leica,Camera Body,2022,2025,3,Good,3,799990,258500
Leica,Camera Body,2022,2025,3,Fair,2,799990,160000
Leica,Camera Body,2022,2025,3,For Parts,1,799990,78000
Leica,Camera Body,2020,2021,1,New (Open Box),6,649990,440000
Leica,Camera Body,2020,2021,1,Like New,5,649990,370500
Leica,Camera Body,2020,2021,1,Excellent,4,649990,336500
Leica,Camera Body,2020,2021,1,Good,3,649990,256000
Leica,Camera Body,2020,2021,1,Fair,2,649990,178500
Leica,Camera Body,2020,2022,2,Excellent,4,649990,301000
Leica,Camera Body,2020,2022,2,Good,3,649990,211000
Leica,Camera Body,2020,2022,2,Fair,2,649990,133000
Leica,Camera Body,2020,2022,2,For Parts,1,649990,81000
Leica,Camera Body,2020,2023,3,Excellent,4,649990,275000
Leica,Camera Body,2020,2023,3,Good,3,649990,188500
Leica,Camera Body,2020,2023,3,Fair,2,649990,118000
Leica,Camera Body,2020,2023,3,For Parts,1,649990,62000
Leica,Camera Body,2020,2024,4,Excellent,4,649990,200000
Leica,Camera Body,2020,2024,4,Good,3,649990,162500
Leica,Camera Body,2020,2024,4,Fair,2,649990,106000
Leica,Camera Body,2020,2024,4,For Parts,1,649990,55500
Leica,Camera Body,2020,2025,5,Excellent,4,649990,178000
Leica,Camera Body,2020,2025,5,Good,3,649990,127000
Leica,Camera Body,2020,2025,5,Fair,2,649990,100500
Leica,Camera Body,2020,2025,5,For Parts,1,649990,51000
Leica,Camera Body,2023,2023,0,New (Open Box),6,999990,800000
Leica,Camera Body,2023,2023,0,Like New,5,999990,689500
Leica,Camera Body,2023,2023,0,Excellent,4,999990,593500
Leica,Camera Body,2023,2023,0,Good,3,999990,502000
Leica,Camera Body,2023,2023,0,Fair,2,999990,299500
Leica,Camera Body,2023,2024,1,New (Open Box),6,999990,672500
Leica,Camera Body,2023,2024,1,Like New,5,999990,578000
Leica,Camera Body,2023,2024,1,Excellent,4,999990,559000
Leica,Camera Body,2023,2024,1,Good,3,999990,402500
Leica,Camera Body,2023,2024,1,Fair,2,999990,309500
Leica,Camera Body,2023,2025,2,Excellent,4,999990,400000
Leica,Camera Body,2023,2025,2,Good,3,999990,358500
Leica,Camera Body,2023,2025,2,Fair,2,999990,244000
Leica,Camera Body,2023,2025,2,For Parts,1,999990,107500
Leica,Camera Body,2019,2021,2,Excellent,4,549990,238000
Leica,Camera Body,2019,2021,2,Good,3,549990,204500
Leica,Camera Body,2019,2021,2,Fair,2,549990,129000
Leica,Camera Body,2019,2021,2,For Parts,1,549990,56000
Leica,Camera Body,2019,2022,3,Excellent,4,549990,201500
Leica,Camera Body,2019,2022,3,Good,3,549990,154500
Leica,Camera Body,2019,2022,3,Fair,2,549990,110500
Leica,Camera Body,2019,2022,3,For Parts,1,549990,53000
Leica,Camera Body,2019,2023,4,Excellent,4,549990,154500
Leica,Camera Body,2019,2023,4,Good,3,549990,125500
Leica,Camera Body,2019,2023,4,Fair,2,549990,99000
Leica,Camera Body,2019,2023,4,For Parts,1,549990,44000
Leica,Camera Body,2019,2024,5,Excellent,4,549990,123500
Leica,Camera Body,2019,2024,5,Good,3,549990,123500
Leica,Camera Body,2019,2024,5,Fair,2,549990,83000
Leica,Camera Body,2019,2024,5,For Parts,1,549990,37000
Leica,Camera Body,2019,2025,6,Excellent,4,549990,113500
Leica,Camera Body,2019,2025,6,Good,3,549990,105000
Leica,Camera Body,2019,2025,6,Fair,2,549990,70500
Leica,Camera Body,2019,2025,6,For Parts,1,549990,37500
GoPro,Camera Body,2023,2023,0,New (Open Box),6,44990,36500
GoPro,Camera Body,2023,2023,0,Like New,5,44990,32500
GoPro,Camera Body,2023,2023,0,Excellent,4,44990,26500
GoPro,Camera Body,2023,2023,0,Good,3,44990,23000
GoPro,Camera Body,2023,2023,0,Fair,2,44990,15500
GoPro,Camera Body,2023,2024,1,New (Open Box),6,44990,32000
GoPro,Camera Body,2023,2024,1,Like New,5,44990,26000
GoPro,Camera Body,2023,2024,1,Excellent,4,44990,22000
GoPro,Camera Body,2023,2024,1,Good,3,44990,18000
GoPro,Camera Body,2023,2024,1,Fair,2,44990,13500
GoPro,Camera Body,2023,2025,2,Excellent,4,44990,21000
GoPro,Camera Body,2023,2025,2,Good,3,44990,15000
GoPro,Camera Body,2023,2025,2,Fair,2,44990,10500
GoPro,Camera Body,2023,2025,2,For Parts,1,44990,5000
GoPro,Camera Body,2022,2022,0,New (Open Box),6,34990,27500
GoPro,Camera Body,2022,2022,0,Like New,5,34990,26000
GoPro,Camera Body,2022,2022,0,Excellent,4,34990,18000
GoPro,Camera Body,2022,2022,0,Good,3,34990,16000
GoPro,Camera Body,2022,2022,0,Fair,2,34990,11000
GoPro,Camera Body,2022,2023,1,New (Open Box),6,34990,20000
GoPro,Camera Body,2022,2023,1,Like New,5,34990,19500
GoPro,Camera Body,2022,2023,1,Excellent,4,34990,16500
GoPro,Camera Body,2022,2023,1,Good,3,34990,14000
GoPro,Camera Body,2022,2023,1,Fair,2,34990,10500
GoPro,Camera Body,2022,2024,2,Excellent,4,34990,15000
GoPro,Camera Body,2022,2024,2,Good,3,34990,11500
GoPro,Camera Body,2022,2024,2,Fair,2,34990,8500
GoPro,Camera Body,2022,2024,2,For Parts,1,34990,4000
GoPro,Camera Body,2022,2025,3,Excellent,4,34990,12000
GoPro,Camera Body,2022,2025,3,Good,3,34990,10000
GoPro,Camera Body,2022,2025,3,Fair,2,34990,7500
GoPro,Camera Body,2022,2025,3,For Parts,1,34990,3500
GoPro,Camera Body,2021,2021,0,New (Open Box),6,29990,24500
GoPro,Camera Body,2021,2021,0,Like New,5,29990,21000
GoPro,Camera Body,2021,2021,0,Excellent,4,29990,18500
GoPro,Camera Body,2021,2021,0,Good,3,29990,13500
GoPro,Camera Body,2021,2021,0,Fair,2,29990,10000
GoPro,Camera Body,2021,2022,1,New (Open Box),6,29990,19500
GoPro,Camera Body,2021,2022,1,Like New,5,29990,16500
GoPro,Camera Body,2021,2022,1,Excellent,4,29990,13500
GoPro,Camera Body,2021,2022,1,Good,3,29990,12500
GoPro,Camera Body,2021,2022,1,Fair,2,29990,8500
GoPro,Camera Body,2021,2023,2,Excellent,4,29990,12000
GoPro,Camera Body,2021,2023,2,Good,3,29990,10500
GoPro,Camera Body,2021,2023,2,Fair,2,29990,7500
GoPro,Camera Body,2021,2023,2,For Parts,1,29990,3000
GoPro,Camera Body,2021,2024,3,Excellent,4,29990,10000
GoPro,Camera Body,2021,2024,3,Good,3,29990,8500
GoPro,Camera Body,2021,2024,3,Fair,2,29990,6500
GoPro,Camera Body,2021,2024,3,For Parts,1,29990,3000
GoPro,Camera Body,2021,2025,4,Excellent,4,29990,10000
GoPro,Camera Body,2021,2025,4,Good,3,29990,7000
GoPro,Camera Body,2021,2025,4,Fair,2,29990,5000
GoPro,Camera Body,2021,2025,4,For Parts,1,29990,2500
GoPro,Camera Body,2019,2021,2,Excellent,4,24990,10500
GoPro,Camera Body,2019,2021,2,Good,3,24990,9000
GoPro,Camera Body,2019,2021,2,Fair,2,24990,6000
GoPro,Camera Body,2019,2021,2,For Parts,1,24990,3000
GoPro,Camera Body,2019,2022,3,Excellent,4,24990,9500
GoPro,Camera Body,2019,2022,3,Good,3,24990,8000
GoPro,Camera Body,2019,2022,3,Fair,2,24990,5500
GoPro,Camera Body,2019,2022,3,For Parts,1,24990,2000
GoPro,Camera Body,2019,2023,4,Excellent,4,24990,7000
GoPro,Camera Body,2019,2023,4,Good,3,24990,6500
GoPro,Camera Body,2019,2023,4,Fair,2,24990,4500
GoPro,Camera Body,2019,2023,4,For Parts,1,24990,2000
GoPro,Camera Body,2019,2024,5,Excellent,4,24990,6000
GoPro,Camera Body,2019,2024,5,Good,3,24990,5500
GoPro,Camera Body,2019,2024,5,Fair,2,24990,4000
GoPro,Camera Body,2019,2024,5,For Parts,1,24990,2000
GoPro,Camera Body,2019,2025,6,Excellent,4,24990,6000
GoPro,Camera Body,2019,2025,6,Good,3,24990,4500
GoPro,Camera Body,2019,2025,6,Fair,2,24990,3000
GoPro,Camera Body,2019,2025,6,For Parts,1,24990,1500
GoPro,Camera Body,2018,2021,3,Excellent,4,19990,7000
GoPro,Camera Body,2018,2021,3,Good,3,19990,5500
GoPro,Camera Body,2018,2021,3,Fair,2,19990,4500
GoPro,Camera Body,2018,2021,3,For Parts,1,19990,2000
GoPro,Camera Body,2018,2022,4,Excellent,4,19990,6500
GoPro,Camera Body,2018,2022,4,Good,3,19990,5000
GoPro,Camera Body,2018,2022,4,Fair,2,19990,3500
GoPro,Camera Body,2018,2022,4,For Parts,1,19990,1500
GoPro,Camera Body,2018,2023,5,Excellent,4,19990,5500
GoPro,Camera Body,2018,2023,5,Good,3,19990,4500
GoPro,Camera Body,2018,2023,5,Fair,2,19990,3000
GoPro,Camera Body,2018,2023,5,For Parts,1,19990,1500
GoPro,Camera Body,2018,2024,6,Excellent,4,19990,4500
GoPro,Camera Body,2018,2024,6,Good,3,19990,3500
GoPro,Camera Body,2018,2024,6,Fair,2,19990,2000
GoPro,Camera Body,2018,2024,6,For Parts,1,19990,1000
GoPro,Camera Body,2018,2025,7,Excellent,4,19990,3500
GoPro,Camera Body,2018,2025,7,Good,3,19990,3000
GoPro,Camera Body,2018,2025,7,Fair,2,19990,2500
GoPro,Camera Body,2018,2025,7,For Parts,1,19990,1000
Sony,Lens,2021,2021,0,New (Open Box),6,134990,115500
Sony,Lens,2021,2021,0,Like New,5,134990,96500
Sony,Lens,2021,2021,0,Excellent,4,134990,87500
Sony,Lens,2021,2021,0,Good,3,134990,65500
Sony,Lens,2021,2021,0,Fair,2,134990,45500
Sony,Lens,2021,2022,1,New (Open Box),6,134990,84000
Sony,Lens,2021,2022,1,Like New,5,134990,82000
Sony,Lens,2021,2022,1,Excellent,4,134990,68000
Sony,Lens,2021,2022,1,Good,3,134990,50500
Sony,Lens,2021,2022,1,Fair,2,134990,38000
Sony,Lens,2021,2023,2,Excellent,4,134990,57500
Sony,Lens,2021,2023,2,Good,3,134990,52000
Sony,Lens,2021,2023,2,Fair,2,134990,34000
Sony,Lens,2021,2023,2,For Parts,1,134990,15500
Sony,Lens,2021,2024,3,Excellent,4,134990,50500
Sony,Lens,2021,2024,3,Good,3,134990,40000
Sony,Lens,2021,2024,3,Fair,2,134990,27500
Sony,Lens,2021,2024,3,For Parts,1,134990,12500
Sony,Lens,2021,2025,4,Excellent,4,134990,42000
Sony,Lens,2021,2025,4,Good,3,134990,32500
Sony,Lens,2021,2025,4,Fair,2,134990,22000
Sony,Lens,2021,2025,4,For Parts,1,134990,11500
Sony,Lens,2019,2021,2,Excellent,4,94990,41500
Sony,Lens,2019,2021,2,Good,3,94990,29500
Sony,Lens,2019,2021,2,Fair,2,94990,22500
Sony,Lens,2019,2021,2,For Parts,1,94990,11500
Sony,Lens,2019,2022,3,Excellent,4,94990,37000
Sony,Lens,2019,2022,3,Good,3,94990,30000
Sony,Lens,2019,2022,3,Fair,2,94990,19500
Sony,Lens,2019,2022,3,For Parts,1,94990,9000
Sony,Lens,2019,2023,4,Excellent,4,94990,28000
Sony,Lens,2019,2023,4,Good,3,94990,24500
Sony,Lens,2019,2023,4,Fair,2,94990,17000
Sony,Lens,2019,2023,4,For Parts,1,94990,8500
Sony,Lens,2019,2024,5,Excellent,4,94990,27000
Sony,Lens,2019,2024,5,Good,3,94990,20000
Sony,Lens,2019,2024,5,Fair,2,94990,13000
Sony,Lens,2019,2024,5,For Parts,1,94990,6500
Sony,Lens,2019,2025,6,Excellent,4,94990,21500
Sony,Lens,2019,2025,6,Good,3,94990,17000
Sony,Lens,2019,2025,6,Fair,2,94990,11500
Sony,Lens,2019,2025,6,For Parts,1,94990,5500
Sony,Lens,2017,2021,4,Excellent,4,64990,19500
Sony,Lens,2017,2021,4,Good,3,64990,16000
Sony,Lens,2017,2021,4,Fair,2,64990,11500
Sony,Lens,2017,2021,4,For Parts,1,64990,5500
Sony,Lens,2017,2022,5,Excellent,4,64990,17500
Sony,Lens,2017,2022,5,Good,3,64990,14000
Sony,Lens,2017,2022,5,Fair,2,64990,9000
Sony,Lens,2017,2022,5,For Parts,1,64990,4500
Sony,Lens,2017,2023,6,Excellent,4,64990,16000
Sony,Lens,2017,2023,6,Good,3,64990,11000
Sony,Lens,2017,2023,6,Fair,2,64990,7000
Sony,Lens,2017,2023,6,For Parts,1,64990,3500
Sony,Lens,2017,2024,7,Excellent,4,64990,12500
Sony,Lens,2017,2024,7,Good,3,64990,10000
Sony,Lens,2017,2024,7,Fair,2,64990,7000
Sony,Lens,2017,2024,7,For Parts,1,64990,3500
Sony,Lens,2017,2025,8,Excellent,4,64990,9500
Sony,Lens,2017,2025,8,Good,3,64990,9000
Sony,Lens,2017,2025,8,Fair,2,64990,7000
Sony,Lens,2017,2025,8,For Parts,1,64990,2500
Sony,Lens,2022,2022,0,New (Open Box),6,74990,58000
Sony,Lens,2022,2022,0,Like New,5,74990,50500
Sony,Lens,2022,2022,0,Excellent,4,74990,42500
Sony,Lens,2022,2022,0,Good,3,74990,35500
Sony,Lens,2022,2022,0,Fair,2,74990,27000
Sony,Lens,2022,2023,1,New (Open Box),6,74990,55500
Sony,Lens,2022,2023,1,Like New,5,74990,43500
Sony,Lens,2022,2023,1,Excellent,4,74990,42000
Sony,Lens,2022,2023,1,Good,3,74990,30500
Sony,Lens,2022,2023,1,Fair,2,74990,23500
Sony,Lens,2022,2024,2,Excellent,4,74990,32000
Sony,Lens,2022,2024,2,Good,3,74990,26000
Sony,Lens,2022,2024,2,Fair,2,74990,18500
Sony,Lens,2022,2024,2,For Parts,1,74990,10000
Sony,Lens,2022,2025,3,Excellent,4,74990,29000
Sony,Lens,2022,2025,3,Good,3,74990,21500
Sony,Lens,2022,2025,3,Fair,2,74990,16500
Sony,Lens,2022,2025,3,For Parts,1,74990,7000
Sony,Lens,2018,2021,3,Excellent,4,84990,30500
Sony,Lens,2018,2021,3,Good,3,84990,26500
Sony,Lens,2018,2021,3,Fair,2,84990,17500
Sony,Lens,2018,2021,3,For Parts,1,84990,8500
Sony,Lens,2018,2022,4,Excellent,4,84990,26500
Sony,Lens,2018,2022,4,Good,3,84990,22000
Sony,Lens,2018,2022,4,Fair,2,84990,15000
Sony,Lens,2018,2022,4,For Parts,1,84990,6000
Sony,Lens,2018,2023,5,Excellent,4,84990,23500
Sony,Lens,2018,2023,5,Good,3,84990,17000
Sony,Lens,2018,2023,5,Fair,2,84990,11500
Sony,Lens,2018,2023,5,For Parts,1,84990,6000
Sony,Lens,2018,2024,6,Excellent,4,84990,19000
Sony,Lens,2018,2024,6,Good,3,84990,15000
Sony,Lens,2018,2024,6,Fair,2,84990,11000
Sony,Lens,2018,2024,6,For Parts,1,84990,4500
Sony,Lens,2018,2025,7,Excellent,4,84990,16000
Sony,Lens,2018,2025,7,Good,3,84990,12500
Sony,Lens,2018,2025,7,Fair,2,84990,9000
Sony,Lens,2018,2025,7,For Parts,1,84990,4500
Sony,Lens,2020,2021,1,New (Open Box),6,34990,22000
Sony,Lens,2020,2021,1,Like New,5,34990,21500
Sony,Lens,2020,2021,1,Excellent,4,34990,17500
Sony,Lens,2020,2021,1,Good,3,34990,12500
Sony,Lens,2020,2021,1,Fair,2,34990,8500
Sony,Lens,2020,2022,2,Excellent,4,34990,15000
Sony,Lens,2020,2022,2,Good,3,34990,12000
Sony,Lens,2020,2022,2,Fair,2,34990,8500
Sony,Lens,2020,2022,2,For Parts,1,34990,4000
Sony,Lens,2020,2023,3,Excellent,4,34990,13000
Sony,Lens,2020,2023,3,Good,3,34990,11000
Sony,Lens,2020,2023,3,Fair,2,34990,6500
Sony,Lens,2020,2023,3,For Parts,1,34990,3000
Sony,Lens,2020,2024,4,Excellent,4,34990,10000
Sony,Lens,2020,2024,4,Good,3,34990,9000
Sony,Lens,2020,2024,4,Fair,2,34990,6500
Sony,Lens,2020,2024,4,For Parts,1,34990,3000
Sony,Lens,2020,2025,5,Excellent,4,34990,8000
Sony,Lens,2020,2025,5,Good,3,34990,6500
Sony,Lens,2020,2025,5,Fair,2,34990,5000
Sony,Lens,2020,2025,5,For Parts,1,34990,2500
Sony,Lens,2019,2021,2,Excellent,4,44990,19000
Sony,Lens,2019,2021,2,Good,3,44990,15500
Sony,Lens,2019,2021,2,Fair,2,44990,10500
Sony,Lens,2019,2021,2,For Parts,1,44990,5500
Sony,Lens,2019,2022,3,Excellent,4,44990,16000
Sony,Lens,2019,2022,3,Good,3,44990,12500
Sony,Lens,2019,2022,3,Fair,2,44990,9500
Sony,Lens,2019,2022,3,For Parts,1,44990,4000
Sony,Lens,2019,2023,4,Excellent,4,44990,14500
Sony,Lens,2019,2023,4,Good,3,44990,11500
Sony,Lens,2019,2023,4,Fair,2,44990,8000
Sony,Lens,2019,2023,4,For Parts,1,44990,4000
